batter,bowler,Runs,Balls,Outs,StrikeRate
MK Pandey,KA Jamieson,7,3,0,233.33333333333334
MK Pandey,KA Pollard,40,34,2,117.64705882352942
MK Pandey,KH Pandya,59,53,0,111.32075471698113
MK Pandey,KL Nagarkoti,7,4,0,175.0
MK Pandey,KMA Paul,2,6,1,33.33333333333333
MK Pandey,KMDN Kulasekara,3,4,0,75.0
MK Pandey,KV Sharma,51,43,2,118.6046511627907
MK Pandey,Kamran Khan,0,1,0,0.0
MK Pandey,Karanveer Singh,43,21,1,204.76190476190476
MK Pandey,Kartik Tyagi,61,35,0,174.28571428571428
MK Pandey,Kuldeep Yadav,16,16,1,100.0
MK Pandey,L Balaji,29,23,0,126.08695652173914
MK Pandey,L Ngidi,12,12,1,100.0
MK Pandey,LE Plunkett,5,8,1,62.5
MK Pandey,LH Ferguson,3,4,1,75.0
MK Pandey,LMP Simmons,4,3,0,133.33333333333331
MK Pandey,LR Shukla,6,4,0,150.0
MK Pandey,M Ashwin,24,27,1,88.88888888888889
MK Pandey,M Markande,13,12,1,108.33333333333333
MK Pandey,M Morkel,19,13,0,146.15384615384613
MK Pandey,M Muralitharan,5,11,1,45.45454545454545
MK Pandey,M Pathirana,7,5,1,140.0
MK Pandey,M Prasidh Krishna,22,19,1,115.78947368421053
MK Pandey,M Theekshana,2,2,0,100.0
MK Pandey,M de Lange,9,9,0,100.0
MK Pandey,MA Starc,6,6,0,100.0
MK Pandey,MC Henriques,34,27,0,125.92592592592592
MK Pandey,MG Johnson,24,22,0,109.09090909090908
MK Pandey,MJ Henry,0,1,1,0.0
MK Pandey,MJ McClenaghan,46,26,0,176.9230769230769
MK Pandey,MK Tiwary,2,2,0,100.0
MK Pandey,MM Ali,26,21,0,123.80952380952381
MK Pandey,MM Patel,41,23,0,178.26086956521738
MK Pandey,MM Sharma,44,30,0,146.66666666666666
MK Pandey,MP Stoinis,24,16,1,150.0
MK Pandey,MS Gony,17,13,0,130.76923076923077
MK Pandey,Mohammed Shami,35,44,3,79.54545454545455
MK Pandey,Mohammed Siraj,28,35,0,80.0
MK Pandey,Mujeeb Ur Rahman,29,28,0,103.57142857142858
MK Pandey,Mustafizur Rahman,27,20,1,135.0
MK Pandey,N Rana,2,2,0,100.0
MK Pandey,N Thushara,2,3,0,66.66666666666666
MK Pandey,NLTC Perera,9,8,0,112.5
MK Pandey,NM Coulter-Nile,26,17,0,152.94117647058823
MK Pandey,NT Ellis,1,3,0,33.33333333333333
MK Pandey,Naman Dhir,12,8,0,150.0
MK Pandey,Navdeep Saini,28,19,0,147.36842105263156
MK Pandey,O Thomas,8,5,0,160.0
MK Pandey,P Awana,35,17,0,205.88235294117646
MK Pandey,P Kumar,7,16,3,43.75
MK Pandey,P Negi,11,14,1,78.57142857142857
MK Pandey,P Sahu,5,6,0,83.33333333333334
MK Pandey,PC Valthaty,4,4,0,100.0
MK Pandey,PJ Cummins,25,24,0,104.16666666666667
MK Pandey,PJ Sangwan,4,4,0,100.0
MK Pandey,PP Chawla,25,26,2,96.15384615384616
MK Pandey,PP Ojha,66,57,2,115.78947368421053
MK Pandey,PV Tambe,12,7,2,171.42857142857142
MK Pandey,PWH de Silva,24,12,1,200.0
MK Pandey,R Ashwin,63,57,2,110.5263157894737
MK Pandey,R Bhatia,18,15,0,120.0
MK Pandey,R Dhawan,21,16,0,131.25
MK Pandey,R McLaren,3,3,0,100.0
MK Pandey,R Parag,17,11,0,154.54545454545453
MK Pandey,R Shepherd,10,5,1,200.0
MK Pandey,R Tewatia,47,37,0,127.02702702702702
MK Pandey,R Vinay Kumar,8,7,0,114.28571428571428
MK Pandey,RA Jadeja,39,48,2,81.25
MK Pandey,RD Chahar,24,24,1,100.0
MK Pandey,RG More,2,2,0,100.0
MK Pandey,RJ Harris,32,42,2,76.19047619047619
MK Pandey,RN ten Doeschate,5,4,0,125.0
MK Pandey,RP Meredith,17,12,0,141.66666666666669
MK Pandey,RP Singh,21,10,0,210.0
MK Pandey,RS Bopara,2,2,0,100.0
MK Pandey,Rashid Khan,12,16,0,75.0
MK Pandey,Ravi Bishnoi,12,17,1,70.58823529411765
MK Pandey,S Aravind,16,8,1,200.0
MK Pandey,S Badree,10,10,0,100.0
MK Pandey,S Gopal,48,32,2,150.0
MK Pandey,S Kaul,15,8,0,187.5
MK Pandey,S Lamichhane,2,2,0,100.0
MK Pandey,S Nadeem,32,28,2,114.28571428571428
MK Pandey,S Narwal,11,6,0,183.33333333333331
MK Pandey,S Sreesanth,10,12,0,83.33333333333334
MK Pandey,S Tyagi,15,18,0,83.33333333333334
MK Pandey,SA Abbott,9,3,0,300.0
MK Pandey,SB Jakati,11,9,1,122.22222222222223
MK Pandey,SJ Srivastava,7,4,0,175.0
MK Pandey,SK Raina,7,7,0,100.0
MK Pandey,SK Trivedi,14,13,3,107.6923076923077
MK Pandey,SK Warne,15,12,0,125.0
MK Pandey,SL Malinga,57,51,4,111.76470588235294
MK Pandey,SM Curran,29,22,1,131.8181818181818
MK Pandey,SMSM Senanayake,4,5,0,80.0
MK Pandey,SN Thakur,38,31,2,122.58064516129032
MK Pandey,SP Narine,27,29,0,93.10344827586206
MK Pandey,SR Watson,26,19,1,136.8421052631579
MK Pandey,ST Jayasuriya,7,4,0,175.0
MK Pandey,STR Binny,7,4,0,175.0
MK Pandey,Sandeep Sharma,44,29,2,151.72413793103448
MK Pandey,Shahbaz Ahmed,18,12,1,150.0
MK Pandey,Shakib Al Hasan,22,11,0,200.0
MK Pandey,Shivam Mavi,7,4,0,175.0
MK Pandey,Sohail Tanvir,1,4,1,25.0
MK Pandey,Swapnil Singh,0,1,0,0.0
MK Pandey,T Natarajan,4,4,1,100.0
MK Pandey,T Shamsi,4,4,0,100.0
MK Pandey,T Thushara,1,4,1,25.0
MK Pandey,TA Boult,25,18,1,138.88888888888889
MK Pandey,TG Southee,31,26,1,119.23076923076923
MK Pandey,TL Suman,18,6,0,300.0
MK Pandey,TS Mills,9,3,0,300.0
MK Pandey,TU Deshpande,19,13,2,146.15384615384613
MK Pandey,UT Yadav,59,39,0,151.28205128205127
MK Pandey,Umran Malik,11,5,0,220.00000000000003
MK Pandey,VR Aaron,15,14,0,107.14285714285714
MK Pandey,Vijaykumar Vyshak,5,9,0,55.55555555555556
MK Pandey,WD Parnell,7,5,0,140.0
MK Pandey,Washington Sundar,41,43,1,95.34883720930233
MK Pandey,YA Abdulla,1,2,0,50.0
MK Pandey,YK Pathan,1,3,0,33.33333333333333
MK Pandey,YS Chahal,53,63,4,84.12698412698413
MK Pandey,Yuvraj Singh,9,6,1,150.0
MK Pandey,Z Khan,31,38,1,81.57894736842105
MK Tiwary,A Flintoff,1,4,0,25.0
MK Tiwary,A Kumble,15,8,0,187.5
MK Tiwary,A Mishra,47,34,0,138.23529411764704
MK Tiwary,A Mithun,11,14,0,78.57142857142857
MK Tiwary,A Nehra,1,2,0,50.0
MK Tiwary,A Nel,5,3,0,166.66666666666669
MK Tiwary,A Singh,9,11,0,81.81818181818183
MK Tiwary,AA Chavan,11,8,0,137.5
MK Tiwary,AB Agarkar,22,15,1,146.66666666666666
MK Tiwary,AB Dinda,8,5,0,160.0
MK Tiwary,AB McDonald,0,1,1,0.0
MK Tiwary,AC Thomas,12,5,0,240.0
MK Tiwary,AD Mascarenhas,1,4,0,25.0
MK Tiwary,AD Russell,13,15,0,86.66666666666667
MK Tiwary,AF Milne,22,14,1,157.14285714285714
MK Tiwary,AJ Tye,5,7,1,71.42857142857143
MK Tiwary,AL Menaria,2,3,0,66.66666666666666
MK Tiwary,AN Ahmed,8,4,0,200.0
MK Tiwary,AR Patel,7,8,0,87.5
MK Tiwary,Anand Rajan,4,4,0,100.0
MK Tiwary,Ankit Sharma,5,8,0,62.5
MK Tiwary,Azhar Mahmood,1,1,0,100.0
MK Tiwary,B Kumar,26,23,3,113.04347826086956
MK Tiwary,B Lee,16,10,0,160.0
MK Tiwary,BA Bhatt,11,13,1,84.61538461538461
MK Tiwary,BA Stokes,1,3,1,33.33333333333333
MK Tiwary,BCJ Cutting,10,6,1,166.66666666666669
MK Tiwary,BE Hendricks,2,3,0,66.66666666666666
MK Tiwary,Basil Thampi,6,7,1,85.71428571428571
MK Tiwary,Bipul Sharma,3,9,0,33.33333333333333
MK Tiwary,CH Gayle,2,2,0,100.0
MK Tiwary,CJ Anderson,1,3,0,33.33333333333333
MK Tiwary,CK Langeveldt,1,3,0,33.33333333333333
MK Tiwary,CR Woakes,2,6,1,33.33333333333333
MK Tiwary,DE Bollinger,1,5,0,20.0
MK Tiwary,DJ Bravo,18,13,0,138.46153846153845
MK Tiwary,DJ Hussey,2,3,0,66.66666666666666
MK Tiwary,DL Chahar,4,5,0,80.0
MK Tiwary,DL Vettori,7,6,1,116.66666666666667
MK Tiwary,DR Smith,12,19,0,63.1578947368421
MK Tiwary,DS Kulkarni,20,18,1,111.11111111111111
MK Tiwary,DT Christian,14,10,0,140.0
MK Tiwary,DW Steyn,36,22,1,163.63636363636365
MK Tiwary,GB Hogg,8,9,1,88.88888888888889
MK Tiwary,HH Pandya,7,3,0,233.33333333333334
MK Tiwary,HV Patel,1,1,0,100.0
MK Tiwary,Harbhajan Singh,48,34,0,141.1764705882353
MK Tiwary,Harmeet Singh,8,9,0,88.88888888888889
MK Tiwary,I Sharma,7,6,0,116.66666666666667
MK Tiwary,IC Pandey,0,2,1,0.0
MK Tiwary,IK Pathan,42,23,1,182.6086956521739
MK Tiwary,IS Sodhi,4,3,0,133.33333333333331
MK Tiwary,J Botha,31,29,1,106.89655172413792
MK Tiwary,J Theron,10,6,0,166.66666666666669
MK Tiwary,JA Morkel,14,18,1,77.77777777777779
MK Tiwary,JD Unadkat,14,10,0,140.0
MK Tiwary,JH Kallis,25,11,1,227.27272727272728
MK Tiwary,JJ Bumrah,30,27,1,111.11111111111111
MK Tiwary,JP Duminy,14,9,0,155.55555555555557
MK Tiwary,JR Hopes,11,14,0,78.57142857142857
MK Tiwary,KA Pollard,39,27,2,144.44444444444443
MK Tiwary,KAJ Roach,1,1,0,100.0
MK Tiwary,KH Pandya,10,12,0,83.33333333333334
MK Tiwary,KK Cooper,29,21,0,138.0952380952381
MK Tiwary,KV Sharma,10,10,0,100.0
MK Tiwary,Karanveer Singh,6,6,0,100.0
MK Tiwary,Kuldeep Yadav,1,2,1,50.0
MK Tiwary,L Balaji,6,5,1,120.0
MK Tiwary,L Ngidi,5,8,0,62.5
MK Tiwary,M Kartik,7,12,0,58.333333333333336
MK Tiwary,M Morkel,20,20,4,100.0
MK Tiwary,M Muralitharan,20,19,0,105.26315789473684
MK Tiwary,M de Lange,7,8,1,87.5
MK Tiwary,MC Henriques,1,1,0,100.0
MK Tiwary,MF Maharoof,3,2,0,150.0
MK Tiwary,MG Johnson,18,10,1,180.0
MK Tiwary,MJ McClenaghan,19,9,0,211.11111111111111
MK Tiwary,MK Lomror,2,2,0,100.0
MK Tiwary,MM Patel,5,15,2,33.33333333333333
MK Tiwary,MM Sharma,15,10,0,150.0
MK Tiwary,MN Samuels,5,2,0,250.0
MK Tiwary,MP Stoinis,5,2,0,250.0
MK Tiwary,MS Gony,14,13,1,107.6923076923077
MK Tiwary,Mohammed Shami,13,9,0,144.44444444444443
MK Tiwary,Mohammed Siraj,5,2,0,250.0
MK Tiwary,P Awana,0,1,1,0.0
MK Tiwary,P Kumar,10,12,0,83.33333333333334
MK Tiwary,P Negi,7,9,0,77.77777777777779
MK Tiwary,PC Valthaty,6,7,0,85.71428571428571
MK Tiwary,PJ Cummins,20,15,1,133.33333333333331
MK Tiwary,PJ Sangwan,6,1,0,600.0
MK Tiwary,PP Chawla,56,56,1,100.0
MK Tiwary,PP Ojha,23,27,1,85.18518518518519
MK Tiwary,PV Tambe,8,9,0,88.88888888888889
MK Tiwary,R Ashwin,10,12,1,83.33333333333334
MK Tiwary,R Bhatia,18,17,0,105.88235294117648
MK Tiwary,R Dhawan,2,6,1,33.33333333333333
MK Tiwary,R Rampaul,2,2,0,100.0
MK Tiwary,R Sharma,0,5,0,0.0
MK Tiwary,R Shukla,10,5,0,200.0
MK Tiwary,R Vinay Kumar,9,15,3,60.0
MK Tiwary,RA Jadeja,32,31,3,103.2258064516129
MK Tiwary,RE van der Merwe,6,8,1,75.0
MK Tiwary,RG Sharma,4,3,0,133.33333333333331
MK Tiwary,RJ Harris,6,9,0,66.66666666666666
MK Tiwary,RP Singh,17,16,1,106.25
MK Tiwary,RR Powar,22,20,0,110.00000000000001
MK Tiwary,RS Bopara,20,14,0,142.85714285714286
MK Tiwary,RV Gomez,1,7,0,14.285714285714285
MK Tiwary,RW Price,15,7,0,214.28571428571428
MK Tiwary,Rashid Khan,3,4,0,75.0
MK Tiwary,S Aravind,16,15,0,106.66666666666667
MK Tiwary,S Badree,3,4,0,75.0
MK Tiwary,S Gopal,5,2,0,250.0
MK Tiwary,S Kaul,6,3,0,200.0
MK Tiwary,S Nadeem,13,15,1,86.66666666666667
MK Tiwary,S Randiv,22,11,1,200.0
MK Tiwary,S Sreesanth,2,2,0,100.0
MK Tiwary,SB Jakati,30,28,0,107.14285714285714
MK Tiwary,SJ Srivastava,2,5,0,40.0
MK Tiwary,SK Raina,14,12,1,116.66666666666667
MK Tiwary,SK Trivedi,18,13,1,138.46153846153845
MK Tiwary,SK Warne,5,9,0,55.55555555555556
MK Tiwary,SL Malinga,20,30,1,66.66666666666666
MK Tiwary,SM Pollock,5,2,0,250.0
MK Tiwary,SN Thakur,9,9,0,100.0
MK Tiwary,SP Narine,27,18,0,150.0
MK Tiwary,SR Watson,22,12,0,183.33333333333331
MK Tiwary,ST Jayasuriya,11,9,0,122.22222222222223
MK Tiwary,STR Binny,9,7,0,128.57142857142858
MK Tiwary,SW Tait,18,14,0,128.57142857142858
MK Tiwary,Sandeep Sharma,6,5,1,120.0
MK Tiwary,Shakib Al Hasan,1,1,0,100.0
MK Tiwary,Shoaib Akhtar,1,2,1,50.0
MK Tiwary,Swapnil Singh,2,2,0,100.0
MK Tiwary,T Natarajan,14,7,0,200.0
MK Tiwary,TG Southee,1,1,0,100.0
MK Tiwary,UT Yadav,25,24,0,104.16666666666667
MK Tiwary,V Kohli,6,3,0,200.0
MK Tiwary,V Pratap Singh,6,6,0,100.0
MK Tiwary,VR Aaron,5,4,1,125.0
MK Tiwary,VRV Singh,10,7,1,142.85714285714286
MK Tiwary,VS Malik,13,12,0,108.33333333333333
MK Tiwary,WD Parnell,31,19,0,163.1578947368421
MK Tiwary,WPUJC Vaas,0,1,1,0.0
MK Tiwary,YK Pathan,17,13,1,130.76923076923077
MK Tiwary,YS Chahal,28,13,0,215.3846153846154
MK Tiwary,Yuvraj Singh,4,9,0,44.44444444444444
MK Tiwary,Z Khan,10,13,1,76.92307692307693
ML Hayden,A Kumble,24,37,2,64.86486486486487
ML Hayden,A Mishra,8,7,1,114.28571428571428
ML Hayden,A Nehra,31,24,1,129.16666666666669
ML Hayden,A Symonds,4,4,0,100.0
ML Hayden,AB Agarkar,16,10,0,160.0
ML Hayden,AB Dinda,10,7,0,142.85714285714286
ML Hayden,AD Mascarenhas,1,1,0,100.0
ML Hayden,AM Nayar,7,3,0,233.33333333333334
ML Hayden,AM Salvi,28,10,0,280.0
ML Hayden,AN Ahmed,2,4,0,50.0
ML Hayden,B Lee,9,10,0,90.0
ML Hayden,C Nanda,15,12,0,125.0
ML Hayden,CH Gayle,0,2,1,0.0
ML Hayden,CRD Fernando,2,7,0,28.57142857142857
ML Hayden,DJ Bravo,35,27,0,129.62962962962962
ML Hayden,DJ Hussey,7,2,0,350.0
ML Hayden,DP Nannes,36,27,0,133.33333333333331
ML Hayden,DR Smith,16,7,0,228.57142857142856
ML Hayden,DS Kulkarni,21,14,0,150.0
ML Hayden,DW Steyn,15,31,0,48.38709677419355
ML Hayden,FH Edwards,10,6,0,166.66666666666669
ML Hayden,Harbhajan Singh,40,45,1,88.88888888888889
ML Hayden,Harmeet Singh,0,1,1,0.0
ML Hayden,I Sharma,13,13,1,100.0
ML Hayden,IK Pathan,26,21,1,123.80952380952381
ML Hayden,J Theron,0,2,1,0.0
ML Hayden,JH Kallis,57,31,0,183.8709677419355
ML Hayden,JP Duminy,6,6,0,100.0
ML Hayden,JR Hopes,11,4,0,275.0
ML Hayden,K Goel,9,10,0,90.0
ML Hayden,KA Pollard,4,6,2,66.66666666666666
ML Hayden,LR Shukla,2,3,0,66.66666666666666
ML Hayden,M Kartik,12,10,0,120.0
ML Hayden,MA Khote,7,4,0,175.0
ML Hayden,Mohammad Hafeez,10,6,0,166.66666666666669
ML Hayden,P Kumar,36,21,0,171.42857142857142
ML Hayden,PJ Sangwan,32,18,2,177.77777777777777
ML Hayden,PP Chawla,24,10,0,240.0
ML Hayden,PP Ojha,3,4,1,75.0
ML Hayden,R Bhatia,25,8,0,312.5
ML Hayden,R McLaren,7,8,0,87.5
ML Hayden,R Vinay Kumar,40,19,1,210.52631578947367
ML Hayden,RA Jadeja,9,10,0,90.0
ML Hayden,RE van der Merwe,18,8,0,225.0
ML Hayden,RG Sharma,27,20,0,135.0
ML Hayden,RJ Harris,17,19,1,89.47368421052632
ML Hayden,RP Singh,44,28,0,157.14285714285714
ML Hayden,RR Powar,14,14,2,100.0
ML Hayden,RR Raje,14,5,0,280.0
ML Hayden,S Narwal,11,5,0,220.00000000000003
ML Hayden,S Sreesanth,33,20,1,165.0
ML Hayden,SB Wagh,12,5,1,240.0
ML Hayden,SE Bond,1,7,0,14.285714285714285
ML Hayden,SJ Srivastava,7,6,0,116.66666666666667
ML Hayden,SK Trivedi,5,6,0,83.33333333333334
ML Hayden,SK Warne,16,13,1,123.07692307692308
ML Hayden,SL Malinga,25,33,0,75.75757575757575
ML Hayden,SM Harwood,0,1,0,0.0
ML Hayden,SM Pollock,20,9,0,222.22222222222223
ML Hayden,SR Watson,13,5,0,260.0
ML Hayden,ST Jayasuriya,8,7,1,114.28571428571428
ML Hayden,SW Tait,6,7,0,85.71428571428571
ML Hayden,Shoaib Ahmed,9,6,1,150.0
ML Hayden,TM Dilshan,20,5,0,400.0
ML Hayden,UT Yadav,16,11,0,145.45454545454547
ML Hayden,V Kohli,9,6,0,150.0
ML Hayden,VRV Singh,12,6,0,200.0
ML Hayden,VS Yeligati,2,3,0,66.66666666666666
ML Hayden,WPUJC Vaas,1,2,1,50.0
ML Hayden,Y Venugopal Rao,5,7,0,71.42857142857143
ML Hayden,YA Abdulla,7,6,0,116.66666666666667
ML Hayden,YK Pathan,29,30,2,96.66666666666667
ML Hayden,Z Khan,36,27,1,133.33333333333331
MM Ali,A Mishra,4,5,0,80.0
MM Ali,A Nortje,12,8,1,150.0
MM Ali,A Zampa,7,7,2,100.0
MM Ali,AD Russell,10,9,0,111.11111111111111
MM Ali,AF Milne,0,2,1,0.0
MM Ali,AJ Tye,0,3,0,0.0
MM Ali,AK Markram,7,3,1,233.33333333333334
MM Ali,AR Patel,19,21,2,90.47619047619048
MM Ali,AS Joseph,0,4,1,0.0
MM Ali,Akash Deep,2,2,0,100.0
MM Ali,Akash Singh,2,4,0,50.0
MM Ali,Arshdeep Singh,15,10,1,150.0
MM Ali,Avesh Khan,37,23,1,160.8695652173913
MM Ali,BA Stokes,2,2,0,100.0
MM Ali,Basil Thampi,20,7,0,285.7142857142857
MM Ali,C Sakariya,5,5,0,100.0
MM Ali,CH Morris,9,9,0,100.0
MM Ali,CV Varun,14,10,0,140.0
MM Ali,DJ Bravo,10,7,1,142.85714285714286
MM Ali,DL Chahar,10,8,0,125.0
MM Ali,DR Sams,0,3,1,0.0
MM Ali,DS Kulkarni,5,6,0,83.33333333333334
MM Ali,GD Phillips,1,3,0,33.33333333333333
MM Ali,GJ Maxwell,12,15,1,80.0
MM Ali,HH Pandya,5,8,0,62.5
MM Ali,HV Patel,22,22,2,100.0
MM Ali,Harbhajan Singh,6,5,1,120.0
MM Ali,I Sharma,13,6,0,216.66666666666666
MM Ali,Imran Tahir,5,2,0,250.0
MM Ali,J Little,4,3,0,133.33333333333331
MM Ali,JA Richardson,1,1,0,100.0
MM Ali,JC Archer,16,7,0,228.57142857142856
MM Ali,JD Unadkat,1,1,0,100.0
MM Ali,JDS Neesham,22,9,0,244.44444444444446
MM Ali,JJ Bumrah,10,8,1,125.0
MM Ali,JO Holder,14,7,0,200.0
MM Ali,JP Behrendorff,16,5,0,320.0
MM Ali,JR Hazlewood,4,7,0,57.14285714285714
MM Ali,K Rabada,14,13,0,107.6923076923077
MM Ali,KH Pandya,25,12,0,208.33333333333334
MM Ali,KK Ahmed,11,6,0,183.33333333333331
MM Ali,KL Nagarkoti,5,4,0,125.0
MM Ali,Kartik Tyagi,14,11,0,127.27272727272727
MM Ali,Kuldeep Yadav,48,21,2,228.57142857142856
MM Ali,LH Ferguson,21,14,1,150.0
MM Ali,LS Livingstone,5,2,0,250.0
MM Ali,M Ashwin,22,16,1,137.5
MM Ali,M Jansen,5,7,0,71.42857142857143
MM Ali,M Markande,15,7,0,214.28571428571428
MM Ali,M Prasidh Krishna,37,25,0,148.0
MM Ali,MA Wood,1,2,0,50.0
MM Ali,MJ McClenaghan,12,5,0,240.0
MM Ali,MM Sharma,3,5,1,60.0
MM Ali,MP Stoinis,2,4,0,50.0
MM Ali,Mohammad Nabi,1,7,0,14.285714285714285
MM Ali,Mohammed Shami,35,28,0,125.0
MM Ali,Mohammed Siraj,9,5,0,180.0
MM Ali,Mohsin Khan,2,2,0,100.0
MM Ali,Mustafizur Rahman,11,6,0,183.33333333333331
MM Ali,N Burger,1,2,1,50.0
MM Ali,Noor Ahmad,21,8,0,262.5
MM Ali,OC McCoy,10,13,1,76.92307692307693
MM Ali,PJ Cummins,2,3,0,66.66666666666666
MM Ali,PP Chawla,8,4,0,200.0
MM Ali,PVD Chameera,6,3,0,200.0
MM Ali,PWH de Silva,18,8,0,225.0
MM Ali,R Ashwin,55,47,2,117.02127659574468
MM Ali,R Sai Kishore,1,3,1,33.33333333333333
MM Ali,R Tewatia,3,5,2,60.0
MM Ali,RD Chahar,30,26,2,115.38461538461537
MM Ali,RP Meredith,13,10,0,130.0
MM Ali,Rashid Khan,58,43,4,134.88372093023256
MM Ali,Ravi Bishnoi,33,21,2,157.14285714285714
MM Ali,S Gopal,1,2,1,50.0
MM Ali,S Kaul,12,9,1,133.33333333333331
MM Ali,S Lamichhane,10,8,1,125.0
MM Ali,S Nadeem,0,1,1,0.0
MM Ali,S Sandeep Warrier,8,6,0,133.33333333333331
MM Ali,SL Malinga,3,5,1,60.0
MM Ali,SM Curran,8,9,2,88.88888888888889
MM Ali,SN Thakur,5,4,0,125.0
MM Ali,SP Narine,20,11,2,181.8181818181818
MM Ali,Sandeep Sharma,25,14,0,178.57142857142858
MM Ali,Shakib Al Hasan,3,3,0,100.0
MM Ali,Shivam Mavi,15,6,0,250.0
MM Ali,T Natarajan,7,6,0,116.66666666666667
MM Ali,TA Boult,43,20,1,215.0
MM Ali,TK Curran,1,3,1,33.33333333333333
MM Ali,UT Yadav,10,5,0,200.0
MM Ali,Umran Malik,21,11,0,190.9090909090909
MM Ali,VG Arora,0,2,1,0.0
MM Ali,VR Iyer,5,8,0,62.5
MM Ali,Vijaykumar Vyshak,1,1,0,100.0
MM Ali,WD Parnell,7,2,0,350.0
MM Ali,Washington Sundar,14,14,0,100.0
MM Ali,YS Chahal,40,29,0,137.93103448275863
MM Ali,Yash Dayal,0,1,0,0.0
MM Ali,Yash Thakur,4,4,0,100.0
MM Patel,A Kumble,0,4,1,0.0
MM Patel,A Nehra,1,2,0,50.0
MM Patel,AB Agarkar,1,1,0,100.0
MM Patel,AB Dinda,1,2,0,50.0
MM Patel,B Kumar,0,1,1,0.0
MM Patel,BA Bhatt,0,1,1,0.0
MM Patel,CK Langeveldt,2,3,0,66.66666666666666
MM Patel,DP Nannes,22,9,0,244.44444444444446
MM Patel,I Sharma,1,1,0,100.0
MM Patel,JDP Oram,0,1,1,0.0
MM Patel,M Morkel,0,1,0,0.0
MM Patel,PP Ojha,0,1,1,0.0
MM Patel,RG Sharma,2,3,0,66.66666666666666
MM Patel,RP Singh,1,1,0,100.0
MM Patel,SE Bond,3,2,0,150.0
MM Patel,SS Sarkar,2,2,0,100.0
MM Patel,UT Yadav,1,4,0,25.0
MM Patel,WPUJC Vaas,2,2,0,100.0
MM Sharma,A Choudhary,0,1,1,0.0
MM Sharma,A Nehra,0,2,1,0.0
MM Sharma,A Zampa,4,6,1,66.66666666666666
MM Sharma,AD Russell,1,2,1,50.0
MM Sharma,AR Patel,1,9,0,11.11111111111111
MM Sharma,B Kumar,4,5,1,80.0
MM Sharma,BA Stokes,1,4,0,25.0
MM Sharma,BB Sran,7,3,0,233.33333333333334
MM Sharma,Basil Thampi,3,2,0,150.0
MM Sharma,CH Gayle,9,7,0,128.57142857142858
MM Sharma,CH Morris,7,5,0,140.0
MM Sharma,CJ Anderson,2,4,0,50.0
MM Sharma,CR Woakes,1,4,1,25.0
MM Sharma,D Wiese,2,2,0,100.0
MM Sharma,DR Smith,1,1,0,100.0
MM Sharma,DT Christian,1,2,0,50.0
MM Sharma,HH Pandya,0,2,0,0.0
MM Sharma,J Yadav,11,6,0,183.33333333333331
MM Sharma,KA Pollard,0,2,0,0.0
MM Sharma,KK Ahmed,1,2,1,50.0
MM Sharma,Kuldeep Yadav,0,5,0,0.0
MM Sharma,L Ngidi,1,2,0,50.0
MM Sharma,M Morkel,1,3,1,33.33333333333333
MM Sharma,M Prasidh Krishna,4,3,0,133.33333333333331
MM Sharma,MA Starc,0,4,1,0.0
MM Sharma,MG Johnson,0,1,0,0.0
MM Sharma,MJ McClenaghan,2,3,0,66.66666666666666
MM Sharma,MM Ali,2,4,1,50.0
MM Sharma,NM Coulter-Nile,2,1,0,200.0
MM Sharma,P Awana,1,1,0,100.0
MM Sharma,P Kumar,1,2,1,50.0
MM Sharma,PJ Cummins,1,3,1,33.33333333333333
MM Sharma,R Vinay Kumar,20,5,0,400.0
MM Sharma,Rashid Khan,1,1,0,100.0
MM Sharma,SL Malinga,2,5,1,40.0
MM Sharma,SN Thakur,1,1,0,100.0
MM Sharma,SR Watson,6,3,0,200.0
MM Sharma,Sachin Baby,0,2,1,0.0
MM Sharma,TA Boult,9,5,0,180.0
MM Sharma,UT Yadav,2,2,0,100.0
MM Sharma,Vijaykumar Vyshak,0,1,1,0.0
MM Sharma,YS Chahal,5,4,0,125.0
MM Sharma,Z Khan,7,5,1,140.0
MN Samuels,A Ashish Reddy,2,3,1,66.66666666666666
MN Samuels,A Mishra,1,6,0,16.666666666666664
MN Samuels,A Zampa,2,4,0,50.0
MN Samuels,AD Mascarenhas,6,9,1,66.66666666666666
MN Samuels,Azhar Mahmood,1,4,0,25.0
MN Samuels,BA Stokes,2,6,0,33.33333333333333
MN Samuels,Bipul Sharma,13,6,0,216.66666666666666
MN Samuels,DJ Bravo,7,5,0,140.0
MN Samuels,DL Vettori,10,7,0,142.85714285714286
MN Samuels,DT Christian,6,4,1,150.0
MN Samuels,HV Patel,1,2,1,50.0
MN Samuels,Harbhajan Singh,1,4,0,25.0
MN Samuels,Harmeet Singh,6,7,1,85.71428571428571
MN Samuels,J Theron,1,3,0,33.33333333333333
MN Samuels,JP Faulkner,3,5,0,60.0
MN Samuels,KA Pollard,2,2,0,100.0
MN Samuels,KP Appanna,10,4,0,250.0
MN Samuels,KV Sharma,0,1,1,0.0
MN Samuels,MS Gony,0,1,0,0.0
MN Samuels,NLTC Perera,4,4,1,100.0
MN Samuels,P Awana,3,8,1,37.5
MN Samuels,P Kumar,8,16,1,50.0
MN Samuels,PP Chawla,11,8,0,137.5
MN Samuels,R Ashwin,0,4,1,0.0
MN Samuels,R Vinay Kumar,8,4,0,200.0
